,CO2
2015-01-01,15.061332606402912
2016-01-01,15.061332606402912
2017-01-01,15.061332606402912
2018-01-01,15.061332606402912
2019-01-01,15.061332606402912
2020-01-01,15.061332606402912
2021-01-01,15.061332606402912
2022-01-01,15.061332606402912
2023-01-01,15.061332606402912
2024-01-01,15.061332606402912
